Restaurant_ID,Google_Maps_URL,Restaurant_Name,Rating,Reviews,Price_Range,Category,Address,Status,Opening_Hours,Popularity
R0030,https://www.google.com/maps/place/Al-Sharif+Biryani/data=!4m7!3m6!1s0x394c70f216ae9d37:0x925a2cb30a0fb0d!8m2!3d25.3846309!4d68.3627171!16s%2Fg%2F11z32nydg!19sChIJN52uFvJwTDkRDfugMMuiJQk?authuser=0&hl=en&rclk=1,Al-Sharif Biryani,4.1,2943,"Rs 1–1,000",Biryani," Shop #2, 99M7+R3V Visit us:, Venus Heights, near District Council",Open, Closes 11:30 PM,Popular
R0031,https://www.google.com/maps/place/Cheezistaan+%F0%9F%8D%95+Hyderabad/data=!4m7!3m6!1s0x394c71a68b251cbd:0x895c0ac54804d2c7!8m2!3d25.4069093!4d68.3434734!16s%2Fg%2F11x2jgj712!19sChIJvRwli6ZxTDkRx9IESMUKXIk?authuser=0&hl=en&rclk=1,Cheezistaan 🍕 Hyderabad,4.8,139,"Rs 1–1,000",Fast Food,"Alamdar chowk, Main St, near black & brown bakery, beside Karoonjar restaurant ",Open, Closes 4:30 AM Mon,Normal
R0032,https://www.google.com/maps/place/Karoonjhar+Restaurant/data=!4m7!3m6!1s0x394c71b93a96c233:0xd360a8a5b1dc59c7!8m2!3d25.4070577!4d68.3435199!16s%2Fg%2F11tcjtt4qy!19sChIJM8KWOrlxTDkRx1ncsaWoYNM?authuser=0&hl=en&rclk=1,Karoonjhar Restaurant,4.1,86,"Rs 1–3,000",Restaurant,"C84V+RCC, Happy Homes Road ",Open 24 hours,,Normal
R0033,https://www.google.com/maps/place/Bamboo+Grove+Restaurant/data=!4m7!3m6!1s0x394c79005caba017:0xb212e22436465901!8m2!3d25.4389169!4d68.3307536!16s%2Fg%2F11vyqjcpky!19sChIJF6CrXAB5TDkRAVlGNiTiErI?authuser=0&hl=en&rclk=1,Bamboo Grove Restaurant,3.9,218,"Rs 1,000–2,000",Asian,C8QJ+PF5,Open, Closes 1:30 AM,Normal
R0034,https://www.google.com/maps/place/Sindh+Soomra+Restaurant/data=!4m7!3m6!1s0x394c70a8d82d31b1:0x8650a3250ce15387!8m2!3d25.4069948!4d68.3391661!16s%2Fg%2F11cmb33g04!19sChIJsTEt2KhwTDkRh1PhDCWjUIY?authuser=0&hl=en&rclk=1,Sindh Soomra Restaurant,4.1,69,"Rs 1–1,000",Restaurant,"C84Q+QMV, Wadhu Wah Rd ",Open, Closes 12 AM,Normal
R0035,https://www.google.com/maps/place/Hamid+Biryani+House/data=!4m7!3m6!1s0x394c7067514b2201:0x460cf710ecf8be83!8m2!3d25.3664256!4d68.3582385!16s%2Fg%2F11_wyd_76!19sChIJASJLUWdwTDkRg7747BD3DEY?authuser=0&hl=en&rclk=1,Hamid Biryani House,4.3,3694,,Restaurant,Shop No 11 ,Open, Closes 11 PM,Popular
R0036,https://www.google.com/maps/place/Salateen+Hotel/data=!4m7!3m6!1s0x394c70d53948f44b:0xe845fd5605bbaea6!8m2!3d25.4208276!4d68.3799056!16s%2Fg%2F11byp60wyc!19sChIJS_RIOdVwTDkRpq67BVb9Reg?authuser=0&hl=en&rclk=1,Salateen Hotel,4.1,2682,"Rs 1,000–2,000",Restaurant,C9CH+8XJ ,Open, Closes 3 AM,Popular
R0037,https://www.google.com/maps/place/The+Heaven%27s+Restro/data=!4m7!3m6!1s0x394c7796ab0a0087:0x8b06be729c705eaa!8m2!3d25.4233403!4d68.3423769!16s%2Fg%2F11k9h91gv4!19sChIJhwAKq5Z3TDkRql5wnHK-Bos?authuser=0&hl=en&rclk=1,The Heaven's Restro,4.5,73,"Rs 1–5,000",Restaurant,Main Jamshoro Rd ,Open now,,Normal
R0038,https://www.google.com/maps/place/Breeze+Fish+Point/data=!4m7!3m6!1s0x394c7a7862734bab:0xd9eee5bcc2f10116!8m2!3d25.3781506!4d68.3329047!16s%2Fg%2F1tptn_qg!19sChIJq0tzYnh6TDkRFgHxwrzl7tk?authuser=0&hl=en&rclk=1,Breeze Fish Point,4.1,4860,"Rs 1–5,000",Fish & Chips,"Giddu Chowk, Main Auto Bahn Rd, near Mental Hospital ",Open, Closes 2 AM,Popular
R0039,https://www.google.com/maps/place/Shalimar+Restaurant/data=!4m7!3m6!1s0x394c70834358a295:0xfe41eea95a970930!8m2!3d25.3850523!4d68.3596141!16s%2Fg%2F11y2h9546!19sChIJlaJYQ4NwTDkRMAmXWqnuQf4?authuser=0&hl=en&rclk=1,Shalimar Restaurant,3.8,230,"Rs 2,000–3,000",Restaurant,Thandi Sarak ,Open, Closes 12:30 AM,Normal
R0040,https://www.google.com/maps/place/Kurtos+Bistro+-+Hyderabad/data=!4m7!3m6!1s0x394c7195ea3354bf:0x11c31ce22304fa08!8m2!3d25.3751409!4d68.3495595!16s%2Fg%2F11h0j91xm9!19sChIJv1Qz6pVxTDkRCPoEI-IcwxE?authuser=0&hl=en&rclk=1,Kurtos Bistro - Hyderabad,4.1,675,"Rs 1,000–2,000",Restaurant,"Plot No C-1, Kurtos Bistro, Main Auto Bahn Rd ",Open, Closes 12:30 AM,Normal
R0041,https://www.google.com/maps/place/Anzee%27s+Kitchen/data=!4m7!3m6!1s0x394c7ba9fa6fe8fd:0x6fe59c49ff0ee095!8m2!3d25.3758661!4d68.3417359!16s%2Fg%2F11szc_ng1n!19sChIJ_ehv-ql7TDkRleAO_0mc5W8?authuser=0&hl=en&rclk=1,Anzee's Kitchen,4.1,110,"Rs 1,000–2,000",Restaurant,Auto Bahn Rd ,Open, Closes 2 AM,Normal
R0042,https://www.google.com/maps/place/Desihut+Restaurant/data=!4m7!3m6!1s0x394c7bc33b1e4e55:0xb39a3f159f228de3!8m2!3d25.377185!4d68.3335756!16s%2Fg%2F11h99q9lh2!19sChIJVU4eO8N7TDkR440inxU_mrM?authuser=0&hl=en&rclk=1,Desihut Restaurant,3.8,1393,"Rs 1,000–2,000",Restaurant," Banglow No A/2, Auto Bahn Rd",Open, Closes 12:30 AM,Popular
R0043,https://www.google.com/maps/place/Cafe+Picant%C3%A8/data=!4m7!3m6!1s0x394c71135a0db167:0xdeb715067284f43f!8m2!3d25.3763366!4d68.3382881!16s%2Fg%2F11sfhppgh_!19sChIJZ7ENWhNxTDkRP_SEcgYVt94?authuser=0&hl=en&rclk=1,Cafe Picantè,3.9,234,"Rs 1,000–2,000",Fast Food,"Plot A-20, Auto Bahn Rd, beside Dawood Super Market ",Open, Closes 12 AM,Normal
R0044,https://www.google.com/maps/place/Muqeem+Fish+bbq+and+pizza+Point/data=!4m7!3m6!1s0x394c70e7eb45b097:0xd8a9c6c2aed30471!8m2!3d25.3968917!4d68.3709132!16s%2Fg%2F11c0qgk5lj!19sChIJl7BF6-dwTDkRcQTTrsLGqdg?authuser=0&hl=en&rclk=1,Muqeem Fish bbq and pizza Point,4.2,690,"Rs 1–3,000",Restaurant," Tower market, Miani Road",Open, Closes 1 AM,Normal
R0045,https://www.google.com/maps/place/Sindh+Palari+Restaurant/data=!4m7!3m6!1s0x394c70ab3159c643:0x3a62383ef2dc5604!8m2!3d25.4150038!4d68.3378034!16s%2Fg%2F11byk_31qy!19sChIJQ8ZZMatwTDkRBFbc8j44Yjo?authuser=0&hl=en&rclk=1,Sindh Palari Restaurant,3.8,1129,"Rs 1–1,000",Restaurant," Hyderabad Byp, opposite Wadhu Wah Gate",Open 24 hours,,Popular
R0046,https://www.google.com/maps/place/Al+Fajr+Foods+Latifabad+Unit+7/data=!4m7!3m6!1s0x394c719167e435ab:0xbe1c59cf08277e40!8m2!3d25.3709643!4d68.3560517!16s%2Fg%2F11cmfhjf0z!19sChIJqzXkZ5FxTDkRQH4nCM9ZHL4?authuser=0&hl=en&rclk=1,Al Fajr Foods Latifabad Unit 7,4.0,4834,"Rs 1–1,000",Pakistani," House 46, 99C4+896, 7 Latifabad Rd",Open, Closes 2 AM,Popular
R0047,https://www.google.com/maps/place/Subhan+Allah+Biryani+Corner+%28Station+famous+late+night+Biryani%29/data=!4m7!3m6!1s0x394c71e975ae638d:0xd8e313ea56637daf!8m2!3d25.3814623!4d68.3719545!16s%2Fg%2F11pgnb4tq7!19sChIJjWOudelxTDkRr31jVuoT49g?authuser=0&hl=en&rclk=1,Subhan Allah Biryani Corner (Station famous late night Biryani),4.3,102,"Rs 1–1,000",Biryani,"99JC+HQP, Station Rd ",Open, Closes 9 AM Mon,Normal
R0048,https://www.google.com/maps/place/GULAB+PAN+HOUSE+%28Regd%23400935%29/data=!4m7!3m6!1s0x394c70c4fc0c6f5b:0x18ee4bd8e2ba744d!8m2!3d25.4055594!4d68.3675769!16s%2Fg%2F1hdzz8qyv!19sChIJW28M_MRwTDkRTXS64thL7hg?authuser=0&hl=en&rclk=1,GULAB PAN HOUSE (Regd#400935),4.2,1789,"Rs 1–1,000",Paan shop," Al Quresh Hospital Road, Jail Rd",Open, Closes 8:14 PM,Popular
R0049,https://www.google.com/maps/place/Masala+Restaurant/data=!4m7!3m6!1s0x394c7193c6677f2d:0x94dc2dedd389478d!8m2!3d25.4016259!4d68.3863789!16s%2Fg%2F11fj9gt1d2!19sChIJLX9nxpNxTDkRjUeJ0-0t3JQ?authuser=0&hl=en&rclk=1,Masala Restaurant,4.0,394,"Rs 1–1,000",Restaurant,C92P+MH2 noorani basti khuwaja gareeb Nawaz ho ,Open, Closes 2 AM,Normal
R0050,https://www.google.com/maps/place/Lamoosh+Cafe+%26+Restaurant/data=!4m7!3m6!1s0x394c71053291df91:0xb8776077a4c88a7e!8m2!3d25.3763841!4d68.3379633!16s%2Fg%2F11j3qyc0g9!19sChIJkd-RMgVxTDkRforIpHdgd7g?authuser=0&hl=en&rclk=1,Lamoosh Cafe & Restaurant,4.0,973,"Rs 1,000–6,000",Restaurant," A 18 Unit Number, Main Autobhan, 3",Open, Closes 1 AM,Normal
R0051,https://www.google.com/maps/place/Roopa+Marri+Restaurant+%26+Marriage+Garden+%D8%B1%D9%88%D9%BE%D8%A7%D9%85%D8%A7%DA%91%DB%8C+%D8%B1%DB%8C%D8%B3%D9%B9%D9%88%D8%B1%D9%86%D9%B9+%D8%A7%DB%8C%D9%86%DA%88+%D8%B4%D8%A7%D8%AF%DB%8C+%DB%81%D8%A7%D9%84%E2%80%AD/data=!4m7!3m6!1s0x394c71ba7c7d9e7f:0xaa6ea0aa75f30731!8m2!3d25.4093635!4d68.3385599!16s%2Fg%2F11qqdlg0gl!19sChIJf559fLpxTDkRMQfzdaqgbqo?authuser=0&hl=en&rclk=1,Roopa Marri Restaurant & Marriage Garden روپاماڑی ریسٹورنٹ اینڈ شادی ہال,4.0,447,"Rs 1–4,000",Restaurant," Restaurant & Marriage Garden, Roopa Mari Wedding Hall, Wadhu Wah Rd",Open now,,Normal
R0052,https://www.google.com/maps/place/Mannan+Hotel/data=!4m7!3m6!1s0x394c705e19e4c335:0xdcc8c23f8a276061!8m2!3d25.3687398!4d68.3581751!16s%2Fg%2F1hc371mwk!19sChIJNcPkGV5wTDkRYWAnij_CyNw?authuser=0&hl=en&rclk=1,Mannan Hotel,4.0,1981,"Rs 1–1,000",Restaurant,Zulfiquar Colony ,Open, Closes 2:30 AM,Popular
R0053,https://www.google.com/maps/place/Hussaini+Roll+Point+Hirabad+Hyderabad/data=!4m7!3m6!1s0x394c71efe42cb9a9:0xf4b72afeee59753e!8m2!3d25.4038141!4d68.3700962!16s%2Fg%2F11qptbkpwp!19sChIJqbks5O9xTDkRPnVZ7v4qt_Q?authuser=0&hl=en&rclk=1,Hussaini Roll Point Hirabad Hyderabad,4.0,74,"Rs 1–1,000",Restaurant,C93C+G2H ,Open 24 hours,,Normal
R0054,https://www.google.com/maps/place/Jaw+Breaker+-+Hyderabad/data=!4m7!3m6!1s0x394c7157996b3787:0x55ca1c27fabf0e01!8m2!3d25.3986638!4d68.3369286!16s%2Fg%2F11q1vnm22y!19sChIJhzdrmVdxTDkRAQ6_-iccylU?authuser=0&hl=en&rclk=1,Jaw Breaker - Hyderabad,4.1,259,"Rs 1–1,000",Fast Food,"Silver Sand Apartments, Nasim Nagar Rd, opposite Allied Bank, near Al Fatima Lawn ",Open, Closes 4 AM,Normal
R0055,https://www.google.com/maps/place/Haji+Naeem+Fish+Point+%26+Charga+House/data=!4m7!3m6!1s0x394c71588457f575:0xc2611810a0b34556!8m2!3d25.3916222!4d68.3710276!16s%2Fg%2F11fjz693w7!19sChIJdfVXhFhxTDkRVkWzoBAYYcI?authuser=0&hl=en&rclk=1,Haji Naeem Fish Point & Charga House,4.2,918,"Rs 1–1,000",Restaurant," Chotki Gitti, near Shahi Bazar",Open, Closes 3 AM,Normal
R0056,"https://www.google.com/maps/place/Marhaba+Supermarket,+Play+Land,+and+Restaurant/data=!4m7!3m6!1s0x394c71f6a3f24737:0x7802a1f71e880fdf!8m2!3d25.4097968!4d68.3539054!16s%2Fg%2F11qt3k4dx7!19sChIJN0fyo_ZxTDkR3w-IHvehAng?authuser=0&hl=en&rclk=1","Marhaba Supermarket, Play Land, and Restaurant",4.1,1222,,Grocery store, C953+WH2 Qasim Chowk Bus Station,Open, Closes 11 PM,Popular
R0057,https://www.google.com/maps/place/Cozy+Haleem+Shop/data=!4m7!3m6!1s0x394c70e8453b8787:0x6bc735f150bb0d82!8m2!3d25.3957331!4d68.3677526!16s%2Fg%2F11x9hw5yt!19sChIJh4c7RehwTDkRgg27UPE1x2s?authuser=0&hl=en&rclk=1,Cozy Haleem Shop,4.1,2562,"Rs 1–1,000",Middle Eastern,1862 Tilak Incline ,Open, Closes 1 AM,Popular
R0058,https://www.google.com/maps/place/Quetta+Star+Hotel+Hala+Naka/data=!4m7!3m6!1s0x394c70d5cbcbd9c1:0x11701588fc83c921!8m2!3d25.4174081!4d68.3789659!16s%2Fg%2F11bzsf5f53!19sChIJwdnLy9VwTDkRIcmD_IgVcBE?authuser=0&hl=en&rclk=1,Quetta Star Hotel Hala Naka,4.0,589,"Rs 1,000–5,000",Restaurant,AH2 ,Open, Closes 2:30 AM,Normal
R0059,https://www.google.com/maps/place/The+Foods+Clinic/data=!4m7!3m6!1s0x394c710030e27d13:0xbf5c893255734670!8m2!3d25.399996!4d68.3685!16s%2Fg%2F11vzryc3g8!19sChIJE33iMABxTDkRcEZzVTKJXL8?authuser=0&hl=en&rclk=1,The Foods Clinic,4.8,13,,Family-friendly,99X9+X9X ,Open, Closes 3 AM,Normal
R0060,https://www.google.com/maps/place/Khan+restaurant+%26+sheermall+house/data=!4m7!3m6!1s0x394c71e2892068d9:0xb9fc3c56b3a2b4de!8m2!3d25.3768722!4d68.394012!16s%2Fg%2F11snvn0mxw!19sChIJ2WggieJxTDkR3rSis1Y8_Lk?authuser=0&hl=en&rclk=1,Khan restaurant & sheermall house,4.0,93,"Rs 1–5,000",Restaurant,Tando Yousuf Rd ,Open 24 hours,,Normal
R0061,https://www.google.com/maps/place/Mirchi+360%C2%B0+Defence/data=!4m7!3m6!1s0x394c7091db7f795d:0x8715532659234a51!8m2!3d25.3841178!4d68.3499816!16s%2Fg%2F11gds404yv!19sChIJXXl_25FwTDkRUUojWSZTFYc?authuser=0&hl=en&rclk=1,Mirchi 360° Defence,3.9,2860,"Rs 1,000–2,000",Fast Food,"Defence Plaza، Shop#7 &9, Block B, Thandi Sarak ",Open, Closes 4 AM,Popular
R0062,https://www.google.com/maps/place/Mehfil+at+terrace/data=!4m7!3m6!1s0x394c7117f0721d37:0x73cc87260b6fe83e!8m2!3d25.3647112!4d68.3803359!16s%2Fg%2F11mm086gts!19sChIJNx1y8BdxTDkRPuhvCyaHzHM?authuser=0&hl=en&rclk=1,Mehfil at terrace,3.5,12,"Rs 2,000–3,000",Restaurant,"6th & 7th floor, at boulevard mall, Main Auto Bahn Rd ",Open, Closes 2 AM,Normal
R0063,https://www.google.com/maps/place/Usmania+Resturant/data=!4m7!3m6!1s0x394c77f0e4f90753:0xfd9db0453bd3505c!8m2!3d25.4234888!4d68.3423254!16s%2Fg%2F11fjmtq56v!19sChIJUwf55PB3TDkRXFDTO0Wwnf0?authuser=0&hl=en&rclk=1,Usmania Resturant,4.0,160,"Rs 4,000–5,000",Restaurant,"C8FR+9WW, Jamshoro Rd ",Open, Closes 4 AM,Normal
R0064,https://www.google.com/maps/place/Haidri+Restaurant/data=!4m7!3m6!1s0x394c70a0161c2d51:0x933dc66b9fb4aeaa!8m2!3d25.393586!4d68.3354097!16s%2Fg%2F1tgfnj72!19sChIJUS0cFqBwTDkRqq60n2vGPZM?authuser=0&hl=en&rclk=1,Haidri Restaurant,4.0,287,"Rs 1–1,000",Restaurant,"98VP+C5M, Main Qasimabad Rd ",Open, Closes 12 AM,Normal
R0065,https://www.google.com/maps/place/Foodi+Dragon/data=!4m7!3m6!1s0x394c71e95a675167:0x7fc2f64361011634!8m2!3d25.3671911!4d68.3562165!16s%2Fg%2F11qbrbcchc!19sChIJZ1FnWulxTDkRNBYBYUP2wn8?authuser=0&hl=en&rclk=1,Foodi Dragon,4.7,30,,Chinese,9984+JPG ,Closed, Opens 7:30 PM,Normal
R0066,https://www.google.com/maps/place/The+Pizza+Mexx+Hyderabad/data=!4m7!3m6!1s0x394c714950a977e3:0x2b2b6f42053e5c7a!8m2!3d25.4093937!4d68.3361237!16s%2Fg%2F11lfbgd4dw!19sChIJ43epUElxTDkRelw-BUJvKys?authuser=0&hl=en&rclk=1,The Pizza Mexx Hyderabad,4.1,108,"Rs 1,000–2,000",Pizza,Shop no 6 Hussain Hieghts Band Road ,Open, Closes 6 AM Mon,Normal
R0067,https://www.google.com/maps/place/McDonald%27s/data=!4m7!3m6!1s0x394c70827a9423f9:0x12dfc9b3cfd3c941!8m2!3d25.3776258!4d68.3346609!16s%2Fg%2F1v8g9dt7!19sChIJ-SOUeoJwTDkRQcnTz7PJ3xI?authuser=0&hl=en&rclk=1,McDonald's,4.2,6239,"Rs 1–5,000",Fast Food, Regional Office Hyderabad، Plot # A-1/1، Main Auto Bahn Rd,Open, Closes 3 AM,Popular
R0068,https://www.google.com/maps/place/A.B+Restaurant/data=!4m7!3m6!1s0x394c7bbdf81c9345:0x957b92cdaff8e9a5!8m2!3d25.3926212!4d68.3292065!16s%2Fg%2F11fqtjqwy_!19sChIJRZMc-L17TDkRpen4r82Se5U?authuser=0&hl=en&rclk=1,A.B Restaurant,3.9,202,"Rs 1–1,000",Restaurant,"98VH+2MW, Nasim Nagar Rd ",Open 24 hours,,Normal
R0069,https://www.google.com/maps/place/Lazzat+Restaurant+Hyderabad/data=!4m7!3m6!1s0x394c71cdb3921ca3:0xddaaaa362997f170!8m2!3d25.3802189!4d68.3376591!16s%2Fg%2F11y89dd78n!19sChIJoxySs81xTDkRcPGXKTaqqt0?authuser=0&hl=en&rclk=1,Lazzat Restaurant Hyderabad,4.6,7,"Rs 2,000–3,000",Restaurant,"Thandi Sarak, opposite Niaz Stadium in Indus Hotel ",Open, Closes 12 AM,Normal
R0070,https://www.google.com/maps/place/Pakistan+Hotel+-+%D9%BE%D8%A7%DA%A9%D8%B3%D8%AA%D8%A7%D9%86+%DB%81%D9%88%D9%B9%D9%84%E2%80%AD/data=!4m7!3m6!1s0x394c705e1f5c7c59:0xdf73fcab08172560!8m2!3d25.3692873!4d68.3580399!16s%2Fg%2F11b7fxpl2k!19sChIJWXxcH15wTDkRYCUXCKv8c98?authuser=0&hl=en&rclk=1,Pakistan Hotel - پاکستان ہوٹل,4.0,574,"Rs 1–2,000",Restaurant,9995+P67 ,Open 24 hours,,Normal
R0071,https://www.google.com/maps/place/Super+Shinwari+Restaurant+%D8%B3%D9%BE%D8%B1+%D8%B4%D9%86%D9%88%D8%A7%D8%B1%DB%8C+%D8%B1%DB%8C%D8%B3%D9%B9%D9%88%D8%B1%D9%86%D9%B9%E2%80%AD/data=!4m7!3m6!1s0x394c711d89808691:0x34e8a6dd08cd9aa3!8m2!3d25.3684279!4d68.3572411!16s%2Fg%2F11llx13bvv!19sChIJkYaAiR1xTDkRo5rNCN2m6DQ?authuser=0&hl=en&rclk=1,Super Shinwari Restaurant سپر شنواری ریسٹورنٹ,4.0,772,,Family-friendly,Unit No 7 ,Closed, Opens 7 PM,Normal
R0072,https://www.google.com/maps/place/Chohan+Restaurant/data=!4m7!3m6!1s0x394c7100484bad53:0x97c7fbf803b2ed0f!8m2!3d25.3899625!4d68.3775469!16s%2Fg%2F11lp1fx6y3!19sChIJU61LSABxTDkRD-2yA_j7x5c?authuser=0&hl=en&rclk=1,Chohan Restaurant,3.4,51,,Barbecue,99QH+X2M ,Open, Closes 4 AM,Normal
R0073,https://www.google.com/maps/place/Al-Mumtaz+Sajji+and+Fry+Centre/data=!4m7!3m6!1s0x394c71fd1d164085:0xa496bacadee6b71b!8m2!3d25.3654!4d68.3824286!16s%2Fg%2F11j3888d51!19sChIJhUAWHf1xTDkRG7fm3sq6lqQ?authuser=0&hl=en&rclk=1,Al-Mumtaz Sajji and Fry Centre,4.2,100,"Rs 1–3,000",Restaurant,"Auto Bahn Road Near fateh Chowk, A18 آٹوبھان، opposite boulevard mall ",Open, Closes 2 AM,Normal
R0074,https://www.google.com/maps/place/Al+Fajr+Foods+Qasimabad/data=!4m7!3m6!1s0x394c70a1892952ed:0x25420e2277e07919!8m2!3d25.3950777!4d68.3395428!16s%2Fg%2F11f2wf7gtw!19sChIJ7VIpiaFwTDkRGXngdyIOQiU?authuser=0&hl=en&rclk=1,Al Fajr Foods Qasimabad,3.9,3542,"Rs 1–1,000",Restaurant,Wadhu Wah Rd ,Open, Closes 1 AM,Popular
R0075,https://www.google.com/maps/place/KababGhar+2/data=!4m7!3m6!1s0x394c71c73d63fd9f:0x8dd223f8baf39812!8m2!3d25.4167144!4d68.3490378!16s%2Fg%2F11s98jf19r!19sChIJn_1jPcdxTDkREpjzuvgj0o0?authuser=0&hl=en&rclk=1,KababGhar 2,4.0,256,"Rs 1–1,000",Barbecue,Shop 1 al rahim towers ,Open now,,Normal
R0076,https://www.google.com/maps/place/Hafiz+Rabri+House+%D8%AD%D8%A7%D9%81%D8%B8+%D8%B1%D8%A8%DA%91%DB%8C+%DB%81%D8%A7%D8%A4%D8%B3%E2%80%AD/data=!4m7!3m6!1s0x394c70c33f11b7c1:0x8b8952d12d0714d6!8m2!3d25.4016006!4d68.3685818!16s%2Fg%2F11c75y1l_b!19sChIJwbcRP8NwTDkR1hQHLdFSiYs?authuser=0&hl=en&rclk=1,Hafiz Rabri House حافظ ربڑی ہاؤس,4.2,724,"Rs 1–1,000",Sweets and dessert buffet,"Hafiz rabri house, Jail Rd ",Open, Closes 11 PM,Normal
R0077,https://www.google.com/maps/place/Pak+Dehli+Nihari+Shabaz+Restaurant./data=!4m7!3m6!1s0x394c70f1d40cfbe7:0x708e03cb913e330e!8m2!3d25.3855591!4d68.3663678!16s%2Fg%2F11g021jzxw!19sChIJ5_sM1PFwTDkRDjM-kcsDjnA?authuser=0&hl=en&rclk=1,Pak Dehli Nihari Shabaz Restaurant.,3.9,196,"Rs 1–1,000",Restaurant," 99P8+6GH, Thandi Sarak",Open, Closes 12 AM,Normal
R0078,https://www.google.com/maps/place/Peppercorn+Restaurant+%26+Grill/data=!4m7!3m6!1s0x394c7153141428a7:0xe2bd9482d84f341d!8m2!3d25.3751171!4d68.3468078!16s%2Fg%2F11r9bvvzjz!19sChIJpygUFFNxTDkRHTRP2IKUveI?authuser=0&hl=en&rclk=1,Peppercorn Restaurant & Grill,3.6,135,"Rs 1–1,000",Restaurant,501 E Autobhan ,Closed, Opens 7 PM,Normal
R0079,https://www.google.com/maps/place/Mirchi+360/data=!4m7!3m6!1s0x394c7be7a963502d:0xe9af3744d55596d7!8m2!3d25.3933125!4d68.3306875!16s%2Fg%2F11spg_9zmk!19sChIJLVBjqed7TDkR15ZV1UQ3r-k?authuser=0&hl=en&rclk=1,Mirchi 360,3.9,403,"Rs 1,000–2,000",Fast Food,98VJ+87X ,Open now,,Normal
R0080,https://www.google.com/maps/place/Sindhi+Biryani/data=!4m7!3m6!1s0x394c70f1d4a6c497:0xc22730b9323c0bb!8m2!3d25.3858568!4d68.3666429!16s%2Fg%2F1vb9bg4g!19sChIJl8Sm1PFwTDkRu8AjkwtzIgw?authuser=0&hl=en&rclk=1,Sindhi Biryani,3.9,58,,Restaurant,"Judges Residency, Thandi Sarak ",Open, Closes 12 AM,Normal
R0081,https://www.google.com/maps/place/BAGHDADI+NALLI+BIRYANI+%28%D8%A8%D8%BA%D8%AF%D8%A7%D8%AF%DB%8C+%D9%86%D9%84%DB%8C+%D8%A8%D8%B1%DB%8C%D8%A7%D9%86%DB%8C%29%E2%80%AD/data=!4m7!3m6!1s0x394c71301e394613:0xc725e27610cf6fe5!8m2!3d25.4013521!4d68.3685244!16s%2Fg%2F11tf3bfqlv!19sChIJE0Y5HjBxTDkR5W_PEHbiJcc?authuser=0&hl=en&rclk=1,BAGHDADI NALLI BIRYANI (بغدادی نلی بریانی),4.2,10,,Restaurant,"C929+GCR, Jail Rd ",Open, Closes 8 PM,Normal
R0082,https://www.google.com/maps/place/Lavishh+Hut/data=!4m7!3m6!1s0x394c71eac5164481:0x4106a19163aaa85e!8m2!3d25.3605849!4d68.3590887!16s%2Fg%2F11vdb1jj96!19sChIJgUQWxepxTDkRXqiqY5GhBkE?authuser=0&hl=en&rclk=1,Lavishh Hut,4.2,59,"Rs 1–1,000",Restaurant,"Shop#11, Sahara Heights, 11 Main Road, near Usmania Masjid ",Open, Closes 3 AM,Normal
R0083,https://www.google.com/maps/place/Sindh+Darbar+Hotel/data=!4m7!3m6!1s0x394c7149d63f2337:0x53829421d7dc3d11!8m2!3d25.3864986!4d68.3668286!16s%2Fg%2F11gvs1bmyt!19sChIJNyM_1klxTDkRET3c1yGUglM?authuser=0&hl=en&rclk=1,Sindh Darbar Hotel,4.0,72,,Restaurant,"99P8+HPW, Sadar Link Rd ",Open, Closes 2 AM,Normal
R0084,https://www.google.com/maps/place/Kamal+Ka+Bunkabab+%26+snacks/data=!4m7!3m6!1s0x394c71f635a47b23:0xb7e37fc759d07c7d!8m2!3d25.3850602!4d68.3597694!16s%2Fg%2F11n2djzqkm!19sChIJI3ukNfZxTDkRfXzQWcd_47c?authuser=0&hl=en&rclk=1,Kamal Ka Bunkabab & snacks,4.2,192,"Rs 1–1,000",Restaurant,"Shop no 19, cantt shopping centre, Thandi Sarak, opp. Hyderabad gymkhana ",Open, Closes 12 AM,Normal
R0085,https://www.google.com/maps/place/Gul+Sher+Restaurant/data=!4m7!3m6!1s0x394c705446a30a31:0x11e50572a7e720ce!8m2!3d25.3726847!4d68.37749!16s%2Fg%2F119v7qgrm!19sChIJMQqjRlRwTDkRziDnp3IF5RE?authuser=0&hl=en&rclk=1,Gul Sher Restaurant,3.9,263,,Restaurant,99FG+3XH ,Open, Closes 12 AM,Normal
R0086,https://www.google.com/maps/place/California+Pizza+Latifabad+Hyderabad/data=!4m7!3m6!1s0x394c714660fbbf49:0xb955b738132c9569!8m2!3d25.3751371!4d68.3503911!16s%2Fg%2F11rg3nxc3q!19sChIJSb_7YEZxTDkRaZUsEzi3Vbk?authuser=0&hl=en&rclk=1,California Pizza Latifabad Hyderabad,4.2,748,"Rs 1,000–2,000",Pizza,"Plot No. A-8, no 2, 23 Main Autobhan Road ",Open, Closes 3 AM,Normal
R0087,https://www.google.com/maps/place/Sky+Roof+Top+restaurant/data=!4m7!3m6!1s0x394c710069728857:0x6e0d1c9f4c3d464d!8m2!3d25.3640695!4d68.3606635!16s%2Fg%2F11vz5j7xl1!19sChIJV4hyaQBxTDkRTUY9TJ8cDW4?authuser=0&hl=en&rclk=1,Sky Roof Top restaurant,3.7,40,"Rs 1–4,000",Family-friendly,"9976+J76, Airport Rd ",,,Normal
